"book_id","book_title","book_original_title","book_author","book_score","book_score_count","book_genre_info","book_similar","book_id_exists","","","","","","","","","","","","","","","",""
"163","Мусорщики Луны","The Moonrakers","Пол Андерсон","6.31","29","wg1;wg3;wg34;wg52;wg89;wg122;wg90;wg103;wg154;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"164","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"165","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"166","Seven Conquests","Другие названия: ""Conquests""","Пол Андерсон","5.50","2","","","True","","","","","","","","","","","","","","","",""
"167","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"168","Details","","Пол Андерсон","7.00","2","","","True","","","","","","","","","","","","","","","",""
"169","Inside Straight","","Пол Андерсон","6.50","2","","","True","","","","","","","","","","","","","","","",""
"170","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"171","Лицензия","License","Пол Андерсон","6.00","2","","","True","","","","","","","","","","","","","","","",""
"172","Strange Bedfellows","Другие названия: To Build a World","Пол Андерсон","7.50","2","","","True","","","","","","","","","","","","","","","",""
"173","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"174","Все круги ада","A Circus of Hell","Пол Андерсон","7.45","167","wg1;wg4;wg3;wg52;wg89;wg127;wg103;wg111;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"175","Тау — Ноль","Tau Zero","Пол Андерсон","7.84","306","wg1;wg2;wg4;wg52;wg89;wg90;wg103;wg132;wg150;wg106","5610;2800;49739;602241;897479;809456;32188;349911;596111;15961;119811;39008;43870","True","","","","","","","","","","","","","","","",""
"176","Повести летающих гор","Tales of the Flying Mountains","Пол Андерсон","7.40","5","","","True","","","","","","","","","","","","","","","",""
"177","Танцовщица из Атлантиды","The Dancer from Atlantis","Пол Андерсон","7.27","223","wg1;wg13;wg52;wg69;wg71;wg190;wg95;wg255;wg109;wg165;wg150;wg106","2501;2641;41507","True","","","","","","","","","","","","","","","",""
"178","Операция «Хаос»","Operation Chaos","Пол Андерсон","7.84","563","wg19;wg24;wg21;wg52;wg78;wg150;wg106","2730;560;8882;33818;38232","True","","","","","","","","","","","","","","","",""
"179","Настанет время","There Will Be Times","Пол Андерсон","7.46","142","wg1;wg13;wg3;wg52;wg47;wg69;wg103;wg100;wg153;wg106","656;249;40342;5435;610959;390726","True","","","","","","","","","","","","","","","",""
"180","Сага о Хрольфе Жердинке","Hrolf Kraki's Saga","Пол Андерсон","7.17","59","wg19;wg21;wg20;wg37;wg52;wg54;wg141;wg69;wg71;wg189;wg97;wg112;wg111;wg150;wg106","79980;79964","True","","","","","","","","","","","","","","","",""
"181","Дети ветра","The People of the Wind","Пол Андерсон","7.22","137","wg1;wg3;wg4;wg52;wg14;wg89;wg127;wg103;wg142;wg112;wg136;wg113;wg150;wg106","282;283","True","","","","","","","","","","","","","","","",""
"182","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"183","The Alien Enemy","","Пол Андерсон","5.00","2","","","True","","","","","","","","","","","","","","","",""
"184","The Faun","","Пол Андерсон","6.00","2","","","True","","","","","","","","","","","","","","","",""
"185","Домой!","Home","Пол Андерсон","7.15","59","wg1;wg3;wg164;wg14;wg89;wg127;wg103;wg136;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"186","В мире тени","In the Shadow","Пол Андерсон","6.42","56","wg1;wg2;wg164;wg65;wg89;wg90;wg103;wg212;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"187","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"188","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"189","День, когда они возвратились","The Day of Their Return","Пол Андерсон","7.52","118","wg1;wg3;wg52;wg14;wg89;wg127;wg103;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"190","Наследники Земли","Inheritors of the Earth","Пол Андерсон","7.00","14","","","True","","","","","","","","","","","","","","","",""
"191","Время огня","Fire Time","Пол Андерсон","7.06","103","wg1;wg3;wg14;wg52;wg89;wg127;wg103;wg142;wg165;wg112;wg113;wg170;wg106","18942","True","","","","","","","","","","","","","","","",""
"192","Буря в летнюю ночь","A Midsummer Tempest","Пол Андерсон","6.96","132","wg19;wg21;wg52;wg91;wg99;wg111;wg150;wg106","35347;35349;13432;38919;35348","True","","","","","","","","","","","","","","","",""
"193","Рыцарь призраков и теней","A Knight of Ghosts and Shadows","Пол Андерсон","7.84","96","wg1;wg3;wg52;wg89;wg127;wg103;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"194","Star Prince Charlie","","Пол Андерсон","8.36","11","","","True","","","","","","","","","","","","","","","",""
"195","Зима мира","The Winter of the World","Пол Андерсон","7.31","88","wg1;wg15;wg52;wg14;wg69;wg202;wg75;wg103;wg112;wg171;wg106","8181;35746","True","","","","","","","","","","","","","","","",""
"196","Homeward and Beyond","","Пол Андерсон","5.60","5","","","True","","","","","","","","","","","","","","","",""
"197","Крылья победы","Wings of Victory","Пол Андерсон","7.13","93","wg1;wg3;wg4;wg164;wg89;wg127;wg90;wg103;wg136;wg142;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"198","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"199","Пи-ик! Я вас вижу!","Peek! I See You!","Пол Андерсон","6.67","3","","","True","","","","","","","","","","","","","","","",""
"200","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"201","Мародёр","The Pirate","Пол Андерсон","6.65","168","wg1;wg2;wg3;wg164;wg14;wg89;wg127;wg90;wg103;wg165;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"202","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"203","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"204","The Peat Bog","","Пол Андерсон","9.00","2","","","True","","","","","","","","","","","","","","","",""
"205","Обитель мрака","Mirkheim","Пол Андерсон","7.84","167","wg1;wg3;wg4;wg52;wg89;wg127;wg90;wg103;wg142;wg136;wg150;wg106","5703","True","","","","","","","","","","","","","","","",""
"206","Аватара","The Avatar","Пол Андерсон","7.08","61","wg1;wg4;wg2;wg52;wg164;wg89;wg90;wg127;wg222;wg69;wg103;wg136;wg111;wg142;wg150;wg106","62179;26310;9973;7056","True","","","","","","","","","","","","","","","",""
"207","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"208","Дети морского царя","The Merman's Children","Пол Андерсон","7.38","233","wg19;wg21;wg29;wg54;wg141;wg60;wg59;wg55;wg40;wg177;wg42;wg52;wg69;wg71;wg189;wg148;wg96;wg111;wg112;wg106","98;80629;83840;11022","True","","","","","","","","","","","","","","","",""
"209","Камень в небесах","A Stone in Heaven","Пол Андерсон","7.68","94","wg1;wg3;wg52;wg14;wg89;wg127;wg103;wg111;wg142;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"210","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"211","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"212","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"213","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"214","A Tragedy of Errors","","Пол Андерсон","7.67","9","","","True","","","","","","","","","","","","","","","",""
"215","Конан и Секира Света","Conan the Rebel","Пол Андерсон","7.15","144","wg19;wg21;wg52;wg88;wg105;wg111;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"216","The Devil's Game","","Пол Андерсон","8.25","4","","","True","","","","","","","","","","","","","","","",""
"217","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"218","The Golden Horn","","Пол Андерсон","8.00","6","","","True","","","","","","","","","","","","","","","",""
"219","The Road of the Sea Horse","","Пол Андерсон","7.25","4","","","True","","","","","","","","","","","","","","","",""
"220","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"221","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"222","Психотехническая лига","The Psychotechnic League","Пол Андерсон","7.71","52","","","True","","","","","","","","","","","","","","","",""
"223","Патрульный времени","Time Patrolman","Пол Андерсон","8.27","47","","","True","","","","","","","","","","","","","","","",""
"224","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"225","Орион взойдет","Orion Shall Rise","Пол Андерсон","7.65","92","wg1;wg3;wg15;wg118;wg164;wg47;wg69;wg202;wg75;wg71;wg192;wg103;wg112;wg171;wg106","","True","","","","","","","","","","","","","","","",""
"226","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"227","Игра Империи","The Game of Empire","Пол Андерсон","7.68","82","wg1;wg3;wg52;wg14;wg68;wg89;wg127;wg103;wg111;wg142;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"228","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"229","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"230","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"231","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"232","The Earth Book of Stormgate","","Пол Андерсон","6.80","5","","","True","","","","","","","","","","","","","","","",""
"233","Тайна двух океанов","","Григорий Адамов","7.66","845","wg1;wg2;wg52;wg69;wg148;wg149;wg70;wg100;wg112;wg150;wg130","7182;22137;40196;605164;298639;279668;342946;223649;641619;82883","True","","","","","","","","","","","","","","","",""
"234","Изгнание владыки","","Григорий Адамов","6.59","251","wg1;wg2;wg17;wg65;wg52;wg14;wg69;wg70;wg100;wg135;wg150;wg106","12618;142633","True","","","","","","","","","","","","","","","",""
"235","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"236","Собака и волк","The Dog and the Wolf","Пол Андерсон","7.43","60","","","True","","","","","","","","","","","","","","","",""
"237","Королева викингов","Mother of Kings","Пол Андерсон","7.33","47","wg37;wg54;wg141;wg64;wg69;wg71;wg189;wg96;wg112;wg153;wg106","","True","","","","","","","","","","","","","","","",""
"238","Дахут, дочь короля","Dahut","Пол Андерсон","7.18","69","wg19;wg21;wg29;wg37;wg52;wg54;wg59;wg168;wg68;wg69;wg71;wg192;wg78;wg80;wg197;wg95;wg112;wg133;wg165;wg176;wg175;wg171;wg106","","True","","","","","","","","","","","","","","","",""
"239","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"240","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"241","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"242","Операция «Луна»","Operation Luna","Пол Андерсон","7.18","214","wg19;wg24;wg21;wg211;wg52;wg48;wg78;wg200;wg84;wg113;wg111;wg150;wg106","","True","","","","","","","","","","","","","","","",""
"243","___","___","___","___","___","___","___","False","","","","","","","","","","","","","","","",""
"244","Пещера Платона","Plato’s Cave","Пол Андерсон","6.62","26","wg1;wg3;wg164;wg89;wg90;wg103;wg163;wg150;wg106","","True","","","","","","","","","","","","","","","",""
